EXOME_ID	VABC_ID	Infinium_ID	Species	Subspecies	Seed Bank	AccessionID	OtherIDs	Accession Name	Ancestory	Lattitude	Longitude	Elevation	Collection Date	Remarks	Category	History	Released	Country of Origin	State/region	Collection Site	Habitat
ExomeCapture-DAS5-002877	DAS5-002877	WSNP92K.123.11536	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131879	Aus27953	POLAND 8	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	POLAND	.	.	.
ExomeCapture-DAS5-002878	DAS5-002878	WSNP92K.115.10676	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131880	Aus27954	POLAND 9	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	POLAND	.	.	.
ExomeCapture-DAS5-002888	DAS5-002888	WSNP92K.123.11535	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	117234	Aus17237	PRIBOI	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	W
ExomeCapture-DAS5-002899	DAS5-002899	WSNP92K.115.10756	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	114961	Aus14964	PSENICNO-PUREINYJ GIBRID 186	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	W
ExomeCapture-DAS5-002909	DAS5-002909	WSNP92K.117.10915	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	121166	Aus21169	QUIMORI	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-002916	DAS5-002916	WSNP92K.124.11541	Triticum turgidum subsp. durum	subsp. durum	AWCC	109068	Aus9071	RASPINEGRO DE ALCOLEA	.	.	.	.	Watkins 1920-30s	.	LDR	LANDRACE	.	SPAIN	.	.	S
ExomeCapture-DAS5-002920	DAS5-002920	WSNP92K.117.10870	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	126598	Aus95041	RED EGYPTIAN	.	.	.	.	Watkins 1920-30s	.	INS	CULTIVATED	.	EGYPT	.	.	.
ExomeCapture-DAS5-002933	DAS5-002933	WSNP92K.118.11036	Triticum turgidum subsp. durum	subsp. durum	AWCC	109325	Aus9328	ROSETA	.	.	.	.	Watkins 1920-30s	.	LDR	LANDRACE	.	ITALY	.	.	.
ExomeCapture-DAS5-002943	DAS5-002943	WSNP92K.117.10894	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131902	Aus27976	RUMANIA 11	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	ROMANIA	.	.	.
ExomeCapture-DAS5-002944	DAS5-002944	WSNP92K.119.11133	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131903	Aus27977	RUMANIA 12	.	.	.	.	.	.	COL	.	.	ROMANIA	.	.	.
ExomeCapture-DAS5-002945	DAS5-002945	WSNP92K.119.11130	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131904	Aus27978	RUMANIA 14	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	ROMANIA	.	.	.
ExomeCapture-DAS5-002946	DAS5-002946	WSNP92K.117.10886	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131905	Aus27979	RUMANIA 3	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	ROMANIA	.	.	.
ExomeCapture-DAS5-002959	DAS5-002959	WSNP92K.115.10755	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	105573	Aus5576	RUSSIA 21	.	.	.	.	.	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002961	DAS5-002961	WSNP92K.117.10941	Triticum turgidum subsp. durum	subsp. durum	AWCC	105563	Aus5566	RUSSIA 4	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002965	DAS5-002965	WSNP92K.117.10873	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	105571	Aus5574	RUSSIA 9	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002968	DAS5-002968	WSNP92K.118.10969	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	112181	Aus12184	RUSSIAN	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002970	DAS5-002970	WSNP92K.117.10900	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	105558	Aus5561	RUSSIAN 1	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002978	DAS5-002978	WSNP92K.118.11020	Triticum turgidum subsp. durum	subsp. durum	AWCC	105594	Aus5597	RUSSIAN 2995A	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002981	DAS5-002981	WSNP92K.119.11145	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	105589	Aus5592	RUSSIAN 3000	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002986	DAS5-002986	WSNP92K.124.11565	Triticum turgidum subsp. durum	subsp. durum	AWCC	105564	Aus5567	RUSSIAN 4	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002992	DAS5-002992	WSNP92K.117.10924	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	105570	Aus5573	RUSSIAN 9	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-002996	DAS5-002996	WSNP92K.118.11015	Triticum turgidum subsp. durum	subsp. durum	AWCC	103298	Aus3301	RUSSIAN PERENNIAL	.	.	.	.	Watkins 1920-30s	Hard / White	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	F
ExomeCapture-DAS5-002997	DAS5-002997	WSNP92K.123.11453	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	125775	Aus90040	RUSSIAN W.W. 176	.	.	.	.	Watkins 1920-30s	.	INS	CULTIVATED	.	Russia	.	.	.
ExomeCapture-DAS5-002998	DAS5-002998	WSNP92K.119.11149	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	120339	Aus20342	RYSELKA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	POLAND	.	.	S
ExomeCapture-DAS5-003019	DAS5-003019	WSNP92K.123.11483	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	117630	Aus17633	SARATOVSKAJA 39	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003024	DAS5-003024	WSNP92K.150.14032	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	103335	Aus3338	SARROSA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003026	DAS5-003026	WSNP92K.117.10943	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116175	Aus16178	SARY-BIDAJ	.	.	.	.	Watkins 1920-30s	Red	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	S
ExomeCapture-DAS5-003033	DAS5-003033	WSNP92K.117.10935	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	103351	Aus3354	SENSATION	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	UNKNOWN	.	.	.
ExomeCapture-DAS5-003041	DAS5-003041	WSNP92K.119.11148	Triticum turgidum subsp. durum	subsp. durum	AWCC	110348	Aus10351	SHIRVAN	.	.	.	.	.	Brown	CUL	CULTIVATED	.	AZERBAIJAN	.	.	S
ExomeCapture-DAS5-003046	DAS5-003046	WSNP92K.118.11038	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	123451	Aus23454	SINCRON	.	.	.	.	.	.	CUL	CULTIVATED	.	ROMANIA	Calarasi	.	.
ExomeCapture-DAS5-003047	DAS5-003047	WSNP92K.115.10763	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	111868	Aus11871	SKALA	.	.	.	.	Watkins 1920-30s	Brown	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	S
ExomeCapture-DAS5-003050	DAS5-003050	WSNP92K.115.10691	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	114949	Aus14952	SKOROSPELKA 36	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003063	DAS5-003063	WSNP92K.123.11518	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	121102	Aus21105	SPINKCOTA	.	.	.	.	.	Hard / Red	CUL	CULTIVATED	.	UNITED STATES	South Dakota	.	S
ExomeCapture-DAS5-003070	DAS5-003070	WSNP92K.115.10732	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	173314	Aus38861	SRM NOGAL	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	ARGENTINA	.	.	.
ExomeCapture-DAS5-003074	DAS5-003074	WSNP92K.115.10684	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	120567	Aus20570	STEPHENS	.	.	.	.	Watkins 1920-30s	Soft / White	CUL	CULTIVATED	.	UNITED STATES	Oregon	.	W
ExomeCapture-DAS5-003075	DAS5-003075	WSNP92K.118.11041	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	103389	Aus3392	STEPINATCHKA	.	.	.	.	.	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003084	DAS5-003084	WSNP92K.119.11131	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	110465	Aus10468	STRAMPELLI	.	.	.	.	Watkins 1920-30s	Soft / Red	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	W
ExomeCapture-DAS5-003094	DAS5-003094	WSNP92K.118.11024	Triticum turgidum subsp. durum	subsp. durum	AWCC	103416	Aus3419	SWONSKA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003109	DAS5-003109	WSNP92K.118.10998	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	120260	Aus20263	TAM W-104	.	.	.	.	Watkins 1920-30s	Red	CUL	CULTIVATED	.	UNITED STATES	Texas	.	W
ExomeCapture-DAS5-003116	DAS5-003116	WSNP92K.115.10689	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	117356	Aus17359	TIMIRIASEV 2453	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003119	DAS5-003119	WSNP92K.115.10693	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116088	Aus16091	TOKAI 66	.	.	.	.	.	.	CUL	CULTIVATED	.	JAPAN	.	.	S
ExomeCapture-DAS5-003120	DAS5-003120	WSNP92K.119.11125	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	112132	Aus12135	TOKWE	.	.	.	.	.	.	CUL	CULTIVATED	.	SOUTH AFRICA	.	.	.
ExomeCapture-DAS5-003123	DAS5-003123	WSNP92K.118.10971	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	101398	Aus1401	TOTA 63	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	COLOMBIA	.	.	.
ExomeCapture-DAS5-003128	DAS5-003128	WSNP92K.118.10964	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	142232	Aus30123	TRANSILVANIA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	ROMANIA	.	.	.
ExomeCapture-DAS5-003131	DAS5-003131	WSNP92K.115.10694	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	167265	Aus36269	TRIDENT	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-003134	DAS5-003134	WSNP92K.118.11016	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	120113	Aus20116	TRINTANI	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	BRAZIL	.	.	S
ExomeCapture-DAS5-003140	DAS5-003140	WSNP92K.118.10987	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116963	Aus16966	TULUN 408	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003142	DAS5-003142	WSNP92K.115.10703	Triticum turgidum subsp. durum	subsp. durum	AWCC	110138	Aus10141	TULUN 547	.	.	.	.	Watkins 1920-30s	Hard / Red	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	S
ExomeCapture-DAS5-003149	DAS5-003149	WSNP92K.118.10995	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	103488	Aus3491	U.S.S.R. 41853	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003162	DAS5-003162	WSNP92K.117.10948	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131943	Aus28017	UKRAINE W94472	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003163	DAS5-003163	WSNP92K.123.11504	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131944	Aus28018	UKRAINE W94508	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003164	DAS5-003164	WSNP92K.117.10913	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	117571	Aus17574	UKRAINKA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003166	DAS5-003166	WSNP92K.119.11108	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116952	Aus16955	ULIANOVKA	.	.	.	.	.	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003170	DAS5-003170	WSNP92K.119.11107	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131945	Aus28019	USSR 1	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003172	DAS5-003172	WSNP92K.115.10743	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131946	Aus28020	USSR W61101	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003174	DAS5-003174	WSNP92K.117.10882	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131948	Aus28022	USSR W94454	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003175	DAS5-003175	WSNP92K.123.11533	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131949	Aus28023	USSR W94455	.	.	.	.	.	.	COL	.	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003176	DAS5-003176	WSNP92K.118.10975	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131950	Aus28024	USSR W94457	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003183	DAS5-003183	WSNP92K.124.11600	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116937	Aus16940	VALKI 141-R-E-34	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003191	DAS5-003191	WSNP92K.118.11029	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116927	Aus16930	VALKI 38-R-E-MG	.	.	.	.	Watkins 1920-30s	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003195	DAS5-003195	WSNP92K.118.11028	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116920	Aus16923	VALKI 5-R-E-34	.	.	.	.	.	.	BRD	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003204	DAS5-003204	WSNP92K.123.11513	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	115429	Aus15432	VARMA TAMMISTO	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	DENMARK	.	.	W
ExomeCapture-DAS5-003205	DAS5-003205	WSNP92K.115.10677	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131955	Aus28029	VARNA 11	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	BULGARIA	.	.	.
ExomeCapture-DAS5-003208	DAS5-003208	WSNP92K.118.11052	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	114946	Aus14949	VELUTINUM	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003222	DAS5-003222	WSNP92K.123.11499	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	101592	Aus1595	VOSTOK	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003227	DAS5-003227	WSNP92K.118.10976	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	101634	Aus1637	WARREN	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-003231	DAS5-003231	WSNP92K.115.10690	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	123310	Aus23313	WESTBRED 906	.	.	.	.	Watkins 1920-30s	Red	CUL	CULTIVATED	.	UNITED STATES	Arizona	.	S
ExomeCapture-DAS5-003232	DAS5-003232	WSNP92K.118.10980	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	122103	Aus22106	WESTBRED 911	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	UNITED STATES	Arizona	.	S
ExomeCapture-DAS5-003234	DAS5-003234	WSNP92K.115.10764	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	168265	Aus36641	WHIT	.	.	.	.	Watkins 1920-30s	Soft / White	CUL	CULTIVATED	.	UNITED STATES	Washington	.	S
ExomeCapture-DAS5-003243	DAS5-003243	WSNP92K.123.11454	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131972	Aus28046	YENISEI W43319	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003244	DAS5-003244	WSNP92K.117.10891	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131973	Aus28047	YENISEI W43320	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003245	DAS5-003245	WSNP92K.117.10892	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	117619	Aus17622	YRODY 1006	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-003248	DAS5-003248	WSNP92K.124.11553	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	116189	Aus16192	ZARIA	.	.	.	.	Watkins 1920-30s	Red	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	S
ExomeCapture-DAS5-003257	DAS5-003257	WSNP92K.118.11032	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	142240	Aus30104	ZOLOTAVA	.	.	.	.	Watkins 1920-30s	.	CUL	CULTIVATED	.	UKRAINE	.	.	.
ExomeCapture-DAS5-003258	DAS5-003258	WSNP92K.115.10705	Triticum turgidum subsp. durum	subsp. durum	AWCC	105599	Aus5602	ZOUNOUS 5F52	.	.	.	.	.	.	CUL	CULTIVATED	.	FORMER SOVIET UNION	.	.	.
ExomeCapture-DAS5-ALPOWA	DAS5-ALPOWA	WSNP92K.184.17206	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	170199	Aus36652	Alpowa	.	.	.	.	.	Soft / White	CUL	CULTIVATED	.	UNITED STATES	Washington	.	S
ExomeCapture-DAS5-AXE	DAS5-AXE	WSNP92K.182.17095	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	167574	Aus36389	Axe	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	South Australia	.	S
ExomeCapture-DAS5-CARA	DAS5-CARA	WSNP92K.183.17180	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	128803	Aus26036	Cara	.	.	.	.	.	.	CUL	CULTIVATED	.	MEXICO	.	.	S
ExomeCapture-DAS5-CARNAMAH	DAS5-CARNAMAH	WSNP92K.182.17013	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	125730	Aus27194	Carnamah	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	.
ExomeCapture-DAS5-CORRELL	DAS5-CORRELL	WSNP92K.182.17033	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	160700	Aus36003	Correll	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-DERRIMUT	DAS5-DERRIMUT	WSNP92K.182.17034	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	172787	Aus38333	Derrimut	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	Victoria	.	S
ExomeCapture-DAS5-EGA-HUME	DAS5-EGA-HUME	WSNP92K.182.17106	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	120681	Aus20684	EGA Hume	.	.	.	.	.	.	CUL	CULTIVATED	2001	AUSTRALIA	.	.	S
ExomeCapture-DAS5-EGA-WYLIE	DAS5-EGA-WYLIE	WSNP92K.182.17089	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	.	QT10198 	EGA Wylie	.	.	.	.	.	.	CUL	CULTIVATED	2004	AUSTRALIA	.	.	.
ExomeCapture-DAS5-ELLISON	DAS5-ELLISON	WSNP92K.182.17084	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	149752	Aus33371	Ellison	.	.	.	.	.	Hard / White	CUL	CULTIVATED	.	AUSTRALIA	New South Wales	.	S
ExomeCapture-DAS5-ESPADA	DAS5-ESPADA	WSNP92K.182.17087	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	167578	Aus36391	Espada	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	South Australia	.	S
ExomeCapture-DAS5-FRAME	DAS5-FRAME	WSNP92K.182.17036	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	150177	Aus33777	Frame	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-GLADIUS	DAS5-GLADIUS	WSNP92K.182.17092	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	167576	Aus36390	Gladius	.	.	.	.	.	Hard / White	CUL	CULTIVATED	.	AUSTRALIA	South Australia	.	S
ExomeCapture-DAS5-H45	DAS5-H45	WSNP92K.116.10810	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	139067	Aus99240	H45	.	.	.	.	.	Soft	CUL	CULTIVATED	.	AUSTRALIA	New South Wales	.	W
ExomeCapture-DAS5-HARTOG	DAS5-HARTOG	WSNP92K.183.17120	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	121530	Aus21533	Hartog	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-HILL-81	DAS5-HILL-81	WSNP92K.184.17214	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	121758	Aus21761	Hill 81	.	.	.	.	.	Soft / White	CUL	CULTIVATED	.	AUSTRALIA	.	.	W
ExomeCapture-DAS5-KENNEDY	DAS5-KENNEDY	WSNP92K.182.17098	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	167285	Aus36289	Kennedy	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-LANG	DAS5-LANG	WSNP92K.182.17099	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	140939	Aus30025	Lang	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	Queensland	.	S
ExomeCapture-DAS5-LEWJAIN	DAS5-LEWJAIN	WSNP92K.184.17215	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	121578	Aus21581	Lewjain	.	.	.	.	.	Soft / White	CUL	CULTIVATED	.	UNITED STATES	Washington	.	W
ExomeCapture-DAS5-LINCOLN	DAS5-LINCOLN	WSNP92K.182.17081	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	125253	Aus25272	Lincoln	.	.	.	.	.	Soft / Red	CUL	CULTIVATED	.	UNITED STATES	Kansas	.	W
ExomeCapture-DAS5-QALBIS	DAS5-QALBIS	WSNP92K.183.17112	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	149754	Aus33372	QalBis	.	.	.	.	.	Hard / White	CUL	CULTIVATED	.	AUSTRALIA	New South Wales	.	S
ExomeCapture-DAS5-SHAW-VB	DAS5-SHAW-VB	WSNP92K.183.17188	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	.	.	Shaw VB	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	.
ExomeCapture-DAS5-STRZELECKI	DAS5-STRZELECKI	WSNP92K.183.17126	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	140940	Aus30026	Strzelecki	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	Queensland	.	S
ExomeCapture-DAS5-SUNCO	DAS5-SUNCO	WSNP92K.183.17114	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	145118	Aus91175	Sunco	.	.	.	.	.	.	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-DAS5-SUNGUARD	DAS5-SUNGUARD	WSNP92K.184.17254	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	176605	Aus39648	Sunguard	.	.	.	.	.	Hard / White	CUL	CULTIVATED	.	AUSTRALIA	New South Wales	.	S
ExomeCapture-DAS5-WYALKATCHEM	DAS5-WYALKATCHEM	WSNP92K.182.17044	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	145111	Aus30784	Wyalkatchem	.	.	.	.	.	Hard / White	CUL	CULTIVATED	.	AUSTRALIA	.	.	S
ExomeCapture-PASTOR	PASTOR	WSNP92K.017.01608	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	146449	.	PASTOR	.	.	.	.	.	.	CUL	CULTIVATED	.	MEXICO	.	.	.
ExomeCapture-VOLCANI	VOLCANI	WSNP92K.017.01544	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	AWCC	.	VOLCANI	.	.	.	.	.	.	CUL	CULTIVATED	.	.	.	.	S
ExomeCapture-WATKINS-007001	WATKINS-007001	WSNP92K.142.13179	Triticum aestivum subsp. aestivum	subsp. aestivum	AWCC	131089	Aus26411;:PBI71	CRETE 3	.	.	.	.	Watkins 1920-30s	.	COL	LANDRACE	.	GREECE	Crete	IRAKLION (CANDIA)	S
